review_text,rating,sentiment
Bought this desk lamp a few weeks ago. It's louder than advertised. Rating: 1/5.,1,negative
Bought this smartwatch a few weeks ago.,2,neutral
This blender is responsive.,5,positive
This laptop is clunky. Rating: 1/5.,1,negative
This headphones is clunky. The material feels cheap. Overall it's not as good as I hoped.,3,negative
This wireless mouse is fantastic. The build quality is great. Rating: 5/5.,5,positive
This laptop is frustrating.,1,negative
"This headphones is fine. Delivery took about a week. However, customer support never responded. Overall it's not bad. Rating: 3/5.",3,neutral
This phone case is average. Rating: 2/5.,2,neutral
"Bought this air fryer a few weeks ago. Works perfectly out of the box. However, the size runs way smaller than expected.",5,positive
This air fryer is comfortable. My whole family loves it now.,4,positive
"This headphones is fantastic. Also, packaging was fine.",5,positive
This desk lamp is standard.,4,neutral
"This wireless mouse is reliable. On the downside, I regret this purchase.",5,positive
This yoga mat is clunky. I regret this purchase. Rating: 3/5.,3,negative
This wireless mouse is okay. Delivery took about a week.,3,neutral
"This blender is excellent. The build quality is great. That said, the instructions were confusing. Overall it's not as good as I hoped. Rating: 5/5.",5,positive
This vacuum cleaner is average. It does the job but nothing more.,4,neutral
This laptop is disappointing.,2,negative
"This laptop is middle of the road. Packaging was fine. On the downside, customer support never responded. Rating: 2/5.",2,neutral
"This yoga mat is well made. Setup took less than five minutes. However, packaging was fine.",5,positive
This laptop is badly made. The size runs way smaller than expected. Rating: 1/5.,1,negative
Bought this office chair a few weeks ago. Battery drains way too fast.,1,positive
This air fryer is overpriced. It's louder than advertised.,2,negative
"Bought this coffee maker a few weeks ago. It's fine for teh price but i wouldn't rave about it. That said, works perfectly out of the box. Overall it's could be better.",3,neutral
This air fryer is wonderful. Exceeded my expectations. Rating: 5/5.,5,neutral
This coffee maker is shoddy.,1,negative
This coffee maker is uncomfortable. The size runs way smaller than expected.,2,negative
This running shoes is decent. It does the job but nothing more.,2,neutral
This air fryer is reliable. It feels premium for the price. Overall it's didn't disappoint.,3,positive
"This phone case is disappointing. That said, my whole family loves it now.",2,negative
This vacuum cleaner is frustrating. Customer support never responded.,1,negative
This air fryer is solid. My whole family loves it now.,4,positive
"This bluetooth speaker is badly made. The material feels cheap. That said, the build quality is great. Rating: 2/5.",2,negative
"This wireless mouse is smooth. It feels premium for the price. Also, the size runs way smaller than expected.",4,positive
This smartwatch is reliable. Shipping was fast and packaging was solid. Rating: 3/5.,3,positive
This wireless mouse is disappointing.,1,negative
This air fryer is frustrating. It arrived damaged. Overall it's can't complain.,1,negative
"This yoga mat is okay. It's fine for teh price but i wouldn't rave about it. Also, I regret this purchase. Rating: 3/5.",3,neutral
"This wireless mouse is not worth it. That said, packaging was fine.",2,negative
"Bought this desk lamp a few weeks ago. Some features are useful, others aren't. On the downside, it's louder than advertised. Rating: 3/5.",3,neutral
"This yoga mat is disappointing. I had to return it after two days. That said, battery life is impressive.",1,negative
This desk lamp is smooth. My whole family loves it now. Rating: 5/5.,5,positive
"Bought this blender a few weeks ago. My whole family loves it now. However, delivery took about a week. Rating: 4/5.",4,positive
This blender is terrible.,3,negative
This coffee maker is reliable. Overall it's not bad.,4,positive
"This backpack is top notch. My whole family loves it now. On the downside, I regret this purchase. Overall it's didn't disappoint. Rating: 4/5.",4,positive
"Bought this headphones a few weeks ago. That said, battery drains way too fast. Rating: 5/5.",5,positive
This coffee maker is responsive. I would definitely buy this again. Rating: 4/5.,4,positive
This laptop is poor.,3,negative
This blender is badly made. I regret this purchase.,2,negative
"Bought this coffee maker a few weeks ago. My whole family loves it now. However, it's fine for the price but I wouldn't rave about it.",4,positive
This desk lamp is fantastic.,3,positive
This phone case is great. Works perfectly out of the box.,4,positive
"Bought this bluetooth speaker a few weeks ago. Some features are useful, others aren't.",4,neutral
"Bought this wireless mouse a few weeks ago. It's louder than advertised. On the plus side, battery life is impressive. Overall it's wouldn't recommend. Rating: 2/5.",2,negative
This wireless mouse is so-so. Overall it's can't complain.,3,neutral
This office chair is impressive. Battery life is impressive.,3,positive
This bluetooth speaker is superb. It feels premium for the price.,5,positive
"This coffee maker is durable. Works perfectly out of the box. However, customer support never responded.",5,positive
This coffee maker is responsive.,4,positive
This coffee maker is top notch. Works perfectly out of the box. Rating: 3/5.,3,positive
This desk lamp is wonderful. The build quality is great.,4,positive
This desk lamp is defective.,1,negative
This yoga mat is cheap. It arrived damaged. Overall it's wouldn't recommend. Rating: 2/5.,2,negative
Bought this headphones a few weeks ago.,5,positive
This desk lamp is fantastic. My whole family loves it now. Rating: 5/5.,5,positive
This coffee maker is frustrating. Customer support never responded.,3,negative
This office chair is awful. The size runs way smaller than expected.,1,negative
This backpack is durable. I would definitely buy this again.,5,positive
This air fryer is slow. The material feels cheap.,3,negative
Bought this vacuum cleaner a few weeks ago. It arrived damaged. Rating: 1/5.,1,negative
"This smartwatch is decent. Some features are useful, others aren't. Overall it's not great. Rating: 4/5.",4,neutral
This headphones is outstanding. I would definately buy this again.,3,positive
"This blender is overpriced. However, some features are useful, others aren't. Rating: 2/5.",2,negative
This vacuum cleaner is durable.,5,positive
"This phone case is subpar. The material feels cheap. On the plus side, customer service was very helpful. Overall it's not great.",2,negative
This phone case is responsive. I would definitely buy this again.,3,positive
This air fryer is overpriced. I had to return it after two days. Rating: 1/5.,1,neutral
Bought this coffee maker a few weeks ago. Customer support never responded. Rating: 1/5.,1,negative
Bought this headphones a few weeks ago. Overall it's not bad.,1,negative
This laptop is okay. It's fine for teh price but i wouldn't rave about it.,3,neutral
This office chair is solid.,4,positive
This backpack is overpriced. Customer support never responded. Overall it's not bad.,2,negative
This laptop is top notch.,4,positive
This smartwatch is well made. Setup took less than five minutes. Rating: 5/5.,5,positive
"This blender is worth every penny. However, it does the job but nothing more.",5,positive
Bought this backpack a few weeks ago.,5,positive
This backpack is worth every penny.,5,positive
"This yoga mat is average. Some features are useful, others aren't. Rating: 2/5.",2,positive
"This office chair is overpriced. Customer support never responded. However, works as described, no surprises.",1,negative
Bought this wireless mouse a few weeks ago. I would definitely buy this again.,5,positive
This yoga mat is clunky.,1,negative
Bought this phone case a few weeks ago.,3,negative
Bought this office chair a few weeks ago. Shipping was fast and packaging was solid. Overall it's not as good as I hoped.,3,positive
This laptop is impressive. The build quality is great.,3,positive
This phone case is great. I would definitely buy this again. Overall it's can't complain.,5,positive
"This coffee maker is acceptable. However, I had to return it after two days.",3,neutral
Bought this headphones a few weeks ago. Delivery took about a week.,2,neutral
